ID_compra,filial,cidade,tipo_cliente,genero,tipo_produto,preco_unitario,quantidade,imposto_5%,total,data,hora,forma_pagamento,avaliacao
831-07-6050,A,Santo André,Normal,Masculino,Eletrônicos,32.71,5,8.1775,171.7275,3/19/2019,11:30,Cartão de Crédito,9.9
556-86-3144,C,São Caetano,Membro,Feminino,Moda,74.29,1,3.7145,78.0045,1/13/2019,19:30,Dinheiro,5.0
848-24-9445,C,São Caetano,Membro,Masculino,Saúde e Beleza,43.7,2,4.37,91.77,3/26/2019,18:03,Dinheiro,4.9
856-22-8149,A,Santo André,Normal,Feminino,Casa,25.29,1,1.2645,26.5545,3/23/2019,10:13,Carteira Digital,6.1
699-01-4164,C,São Caetano,Normal,Masculino,Saúde e Beleza,41.5,4,8.3,174.3,3/12/2019,19:58,Cartão de Crédito,8.2
420-11-4919,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,71.39,5,17.8475,374.7975,2/17/2019,19:57,Cartão de Crédito,5.5
606-80-4905,C,São Caetano,Membro,Feminino,Esportes e Viagem,19.15,6,5.745,120.645,1/29/2019,10:01,Cartão de Crédito,6.8
542-41-0513,B,São Bernardo do Campo,Membro,Feminino,Eletrônicos,57.49,4,11.498,241.458,3/15/2019,11:57,Dinheiro,6.6
426-39-2418,C,São Caetano,Normal,Masculino,Eletrônicos,61.41,7,21.4935,451.3635,1/14/2019,10:02,Dinheiro,9.8
875-46-5808,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,25.9,10,12.95,271.95,2/6/2019,14:51,Carteira Digital,8.7
394-43-4238,B,São Bernardo do Campo,Membro,Masculino,Casa,17.77,5,4.4425,93.2925,2/15/2019,12:42,Cartão de Crédito,5.4
749-24-1565,A,Santo André,Normal,Feminino,Saúde e Beleza,23.03,9,10.3635,217.6335,1/3/2019,12:02,Carteira Digital,7.9
672-51-8681,C,São Caetano,Membro,Feminino,Eletrônicos,66.65,9,29.9925,629.8425,1/4/2019,18:19,Cartão de Crédito,9.7
263-87-5680,C,São Caetano,Membro,Feminino,Casa,28.53,10,14.265,299.565,3/18/2019,17:38,Carteira Digital,7.8
573-58-9734,B,São Bernardo do Campo,Normal,Feminino,Moda,30.37,3,4.5555,95.6655,3/28/2019,13:41,Carteira Digital,5.1
817-69-8206,B,São Bernardo do Campo,Normal,Feminino,Eletrônicos,99.73,9,44.8785,942.4485,3/2/2019,19:42,Cartão de Crédito,6.5
888-02-0338,A,Santo André,Normal,Masculino,Eletrônicos,26.23,9,11.8035,247.8735,1/25/2019,20:24,Carteira Digital,5.9
677-11-0152,C,São Caetano,Normal,Feminino,Alimentos e Bebidas,93.26,9,41.967,881.307,1/16/2019,18:08,Dinheiro,8.8
142-63-6033,B,São Bernardo do Campo,Normal,Masculino,Casa,92.36,5,23.09,484.89,3/20/2019,19:17,Carteira Digital,4.9
656-16-1063,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,46.42,3,6.963,146.223,1/4/2019,13:24,Cartão de Crédito,4.4
891-58-8335,B,São Bernardo do Campo,Membro,Feminino,Esportes e Viagem,29.61,7,10.3635,217.6335,3/11/2019,15:53,Dinheiro,6.5
802-43-8934,A,Santo André,Normal,Masculino,Casa,18.28,1,0.914,19.194,3/22/2019,15:05,Cartão de Crédito,8.3
560-30-5617,B,São Bernardo do Campo,Normal,Feminino,Esportes e Viagem,24.77,5,6.1925,130.0425,3/24/2019,18:27,Dinheiro,8.5
319-74-2561,A,Santo André,Membro,Feminino,Eletrônicos,94.64,3,14.196,298.116,2/21/2019,16:55,Dinheiro,5.5
549-03-9315,B,São Bernardo do Campo,Normal,Masculino,Moda,94.87,8,37.948,796.908,2/12/2019,12:58,Carteira Digital,8.7
790-29-1172,B,São Bernardo do Campo,Normal,Feminino,Alimentos e Bebidas,57.34,3,8.601,180.621,3/10/2019,18:59,Cartão de Crédito,7.9
239-36-3640,B,São Bernardo do Campo,Normal,Masculino,Eletrônicos,45.35,6,13.605,285.705,1/31/2019,13:44,Carteira Digital,6.1
468-01-2051,B,São Bernardo do Campo,Normal,Masculino,Alimentos e Bebidas,62.08,7,21.728,456.288,3/6/2019,13:46,Carteira Digital,5.4
389-25-3394,C,São Caetano,Normal,Masculino,Eletrônicos,11.81,5,2.9525,62.0025,2/17/2019,18:06,Dinheiro,9.4
279-62-1445,C,São Caetano,Membro,Feminino,Moda,12.54,1,0.627,13.167,2/21/2019,12:38,Dinheiro,8.2
213-72-6612,A,Santo André,Normal,Masculino,Alimentos e Bebidas,43.25,2,4.325,90.825,3/20/2019,15:56,Dinheiro,6.2
746-68-6593,C,São Caetano,Membro,Feminino,Esportes e Viagem,87.16,2,8.716,183.036,1/11/2019,14:29,Cartão de Crédito,9.7
836-82-5858,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,69.37,9,31.2165,655.5465,1/26/2019,19:14,Carteira Digital,4.0
583-72-1480,C,São Caetano,Membro,Masculino,Eletrônicos,37.06,4,7.412,155.652,1/31/2019,16:24,Carteira Digital,9.7
466-61-5506,B,São Bernardo do Campo,Membro,Feminino,Eletrônicos,90.7,6,27.21,571.41,2/26/2019,10:52,Dinheiro,5.3
721-86-6247,A,Santo André,Normal,Feminino,Casa,63.42,8,25.368,532.728,3/11/2019,12:55,Carteira Digital,7.4
289-65-5721,B,São Bernardo do Campo,Normal,Feminino,Moda,81.37,2,8.137,170.877,1/26/2019,19:28,Dinheiro,6.5
545-46-3100,B,São Bernardo do Campo,Membro,Feminino,Eletrônicos,10.59,3,1.5885,33.3585,3/12/2019,13:52,Cartão de Crédito,8.7
418-02-5978,B,São Bernardo do Campo,Normal,Feminino,Saúde e Beleza,84.09,9,37.8405,794.6505,2/11/2019,10:54,Dinheiro,8.0
269-04-5750,B,São Bernardo do Campo,Membro,Masculino,Moda,73.82,4,14.764,310.044,2/21/2019,18:31,Dinheiro,6.7
157-13-5295,A,Santo André,Membro,Masculino,Saúde e Beleza,51.94,10,25.97,545.37,3/9/2019,18:24,Carteira Digital,6.5
645-78-8093,A,Santo André,Normal,Feminino,Esportes e Viagem,93.14,2,9.314,195.594,1/20/2019,18:09,Carteira Digital,4.1
211-30-9270,C,São Caetano,Normal,Masculino,Saúde e Beleza,17.41,5,4.3525,91.4025,1/28/2019,15:16,Cartão de Crédito,4.9
755-12-3214,C,São Caetano,Membro,Feminino,Moda,44.22,5,11.055,232.155,3/5/2019,17:07,Cartão de Crédito,8.6
346-84-3103,B,São Bernardo do Campo,Membro,Feminino,Eletrônicos,13.22,5,3.305,69.405,3/2/2019,19:26,Dinheiro,4.3
478-06-7835,A,Santo André,Normal,Masculino,Moda,89.69,1,4.4845,94.1745,1/11/2019,11:20,Carteira Digital,4.9
540-11-4336,A,Santo André,Normal,Masculino,Alimentos e Bebidas,24.94,9,11.223,235.683,1/11/2019,16:49,Cartão de Crédito,5.6
448-81-5016,A,Santo André,Normal,Masculino,Saúde e Beleza,59.77,2,5.977,125.517,3/11/2019,12:01,Cartão de Crédito,5.8
142-72-4741,C,São Caetano,Membro,Masculino,Moda,93.2,2,9.32,195.72,2/28/2019,18:37,Cartão de Crédito,6.0
217-58-1179,A,Santo André,Membro,Masculino,Casa,62.65,4,12.53,263.13,1/5/2019,11:25,Dinheiro,4.2
376-02-8238,B,São Bernardo do Campo,Normal,Masculino,Casa,93.87,8,37.548,788.508,2/2/2019,18:42,Cartão de Crédito,8.3
530-90-9855,A,Santo André,Membro,Masculino,Casa,47.59,8,19.036,399.756,1/1/2019,14:47,Dinheiro,5.7
866-05-7563,B,São Bernardo do Campo,Membro,Feminino,Eletrônicos,81.4,3,12.21,256.41,2/9/2019,19:43,Dinheiro,4.8
604-70-6476,A,Santo André,Membro,Masculino,Moda,17.94,5,4.485,94.185,1/23/2019,14:04,Carteira Digital,6.8
799-71-1548,A,Santo André,Membro,Masculino,Eletrônicos,77.72,4,15.544,326.424,1/7/2019,16:11,Cartão de Crédito,8.8
785-13-7708,B,São Bernardo do Campo,Normal,Masculino,Alimentos e Bebidas,73.06,7,25.571,536.991,1/14/2019,19:06,Cartão de Crédito,4.2
845-51-0542,B,São Bernardo do Campo,Membro,Masculino,Alimentos e Bebidas,46.55,9,20.9475,439.8975,2/2/2019,15:34,Carteira Digital,6.4
662-47-5456,C,São Caetano,Membro,Masculino,Moda,35.19,10,17.595,369.495,3/17/2019,19:06,Cartão de Crédito,8.4
883-17-4236,C,São Caetano,Normal,Feminino,Esportes e Viagem,14.39,2,1.439,30.219,3/2/2019,19:44,Cartão de Crédito,7.2
290-68-2984,A,Santo André,Normal,Masculino,Casa,23.75,4,4.75,99.75,3/16/2019,11:22,Dinheiro,5.2
704-11-6354,A,Santo André,Membro,Masculino,Casa,58.9,8,23.56,494.76,1/6/2019,11:23,Dinheiro,8.9
110-48-7033,B,São Bernardo do Campo,Membro,Masculino,Moda,32.62,4,6.524,137.004,1/29/2019,14:12,Dinheiro,9.0
366-93-0948,A,Santo André,Membro,Masculino,Eletrônicos,66.35,1,3.3175,69.6675,1/31/2019,10:46,Cartão de Crédito,9.7
729-09-9681,A,Santo André,Membro,Masculino,Casa,25.91,6,7.773,163.233,2/5/2019,10:16,Carteira Digital,8.7
151-16-1484,A,Santo André,Membro,Masculino,Eletrônicos,32.25,4,6.45,135.45,2/13/2019,12:38,Carteira Digital,6.5
380-94-4661,C,São Caetano,Membro,Masculino,Eletrônicos,65.94,4,13.188,276.948,2/7/2019,13:05,Cartão de Crédito,6.9
850-41-9669,A,Santo André,Normal,Feminino,Eletrônicos,75.06,9,33.777,709.317,3/19/2019,13:25,Carteira Digital,6.2
821-07-3596,C,São Caetano,Normal,Feminino,Moda,16.45,4,3.29,69.09,3/7/2019,14:53,Carteira Digital,5.6
655-85-5130,B,São Bernardo do Campo,Membro,Feminino,Moda,38.3,4,7.66,160.86,3/13/2019,19:22,Dinheiro,5.7
447-15-7839,A,Santo André,Membro,Feminino,Esportes e Viagem,22.24,10,11.12,233.52,2/9/2019,11:00,Dinheiro,4.2
154-74-7179,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,54.45,1,2.7225,57.1725,2/26/2019,19:24,Carteira Digital,7.9
253-12-6086,A,Santo André,Membro,Feminino,Esportes e Viagem,98.4,7,34.44,723.24,3/12/2019,12:43,Cartão de Crédito,8.7
808-65-0703,C,São Caetano,Normal,Masculino,Casa,35.47,4,7.094,148.974,3/14/2019,17:22,Cartão de Crédito,6.9
571-94-0759,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,74.6,10,37.3,783.3,1/8/2019,20:55,Dinheiro,9.5
144-51-6085,A,Santo André,Membro,Masculino,Casa,70.74,4,14.148,297.108,1/5/2019,16:05,Cartão de Crédito,4.4
731-14-2199,A,Santo André,Membro,Feminino,Casa,35.54,10,17.77,373.17,1/4/2019,13:34,Carteira Digital,7.0
783-09-1637,B,São Bernardo do Campo,Normal,Feminino,Esportes e Viagem,67.43,5,16.8575,354.0075,3/6/2019,18:13,Carteira Digital,6.3
687-15-1097,C,São Caetano,Membro,Feminino,Saúde e Beleza,21.12,2,2.112,44.352,1/3/2019,19:17,Dinheiro,9.7
126-54-1082,A,Santo André,Membro,Feminino,Casa,21.54,9,9.693,203.553,1/7/2019,11:44,Cartão de Crédito,8.8
633-91-1052,A,Santo André,Normal,Feminino,Casa,12.03,2,1.203,25.263,1/27/2019,15:51,Dinheiro,5.1
477-24-6490,B,São Bernardo do Campo,Normal,Feminino,Saúde e Beleza,99.71,6,29.913,628.173,2/26/2019,16:52,Carteira Digital,7.9
566-19-5475,B,São Bernardo do Campo,Normal,Masculino,Moda,47.97,7,16.7895,352.5795,1/7/2019,20:52,Dinheiro,6.2
526-86-8552,C,São Caetano,Membro,Feminino,Casa,21.82,10,10.91,229.11,1/7/2019,17:36,Dinheiro,7.1
376-56-3573,C,São Caetano,Normal,Feminino,Moda,95.42,4,19.084,400.764,2/2/2019,13:23,Carteira Digital,6.4
537-72-0426,C,São Caetano,Membro,Masculino,Moda,70.99,10,35.495,745.395,3/20/2019,16:28,Dinheiro,5.7
828-61-5674,A,Santo André,Membro,Masculino,Esportes e Viagem,44.02,10,22.01,462.21,3/20/2019,19:57,Cartão de Crédito,9.6
136-08-6195,A,Santo André,Normal,Feminino,Casa,69.96,8,27.984,587.664,2/15/2019,17:01,Cartão de Crédito,6.4
523-38-0215,C,São Caetano,Normal,Masculino,Casa,37.0,1,1.85,38.85,3/6/2019,13:29,Cartão de Crédito,7.9
490-29-1201,A,Santo André,Normal,Feminino,Esportes e Viagem,15.34,1,0.767,16.107,1/6/2019,11:09,Dinheiro,6.5
667-92-0055,A,Santo André,Membro,Masculino,Saúde e Beleza,99.83,6,29.949,628.929,3/4/2019,15:02,Carteira Digital,8.5
565-17-3836,A,Santo André,Membro,Feminino,Saúde e Beleza,47.67,4,9.534,200.214,3/12/2019,14:21,Dinheiro,9.1
498-41-1961,B,São Bernardo do Campo,Normal,Masculino,Saúde e Beleza,66.68,5,16.67,350.07,2/20/2019,18:01,Dinheiro,7.6
593-95-4461,C,São Caetano,Membro,Masculino,Casa,74.86,1,3.743,78.603,3/24/2019,14:49,Dinheiro,6.9
226-71-3580,C,São Caetano,Normal,Feminino,Esportes e Viagem,23.75,9,10.6875,224.4375,1/31/2019,12:02,Dinheiro,9.5
283-79-9594,B,São Bernardo do Campo,Normal,Feminino,Alimentos e Bebidas,48.51,7,16.9785,356.5485,1/25/2019,13:30,Cartão de Crédito,5.2
430-60-3493,A,Santo André,Membro,Feminino,Casa,94.88,7,33.208,697.368,2/3/2019,14:38,Dinheiro,4.2
139-20-0155,B,São Bernardo do Campo,Membro,Masculino,Eletrônicos,40.3,10,20.15,423.15,1/24/2019,17:37,Cartão de Crédito,7.0
558-80-4082,C,São Caetano,Normal,Masculino,Eletrônicos,27.85,7,9.7475,204.6975,3/14/2019,17:20,Carteira Digital,6.0
278-97-7759,A,Santo André,Membro,Feminino,Eletrônicos,62.48,1,3.124,65.604,2/18/2019,20:29,Dinheiro,4.7
316-68-6352,A,Santo André,Membro,Feminino,Alimentos e Bebidas,36.36,2,3.636,76.356,1/21/2019,10:00,Dinheiro,7.1
585-03-5943,B,São Bernardo do Campo,Normal,Masculino,Saúde e Beleza,18.11,10,9.055,190.155,3/13/2019,11:46,Carteira Digital,5.9
211-05-0490,C,São Caetano,Membro,Feminino,Eletrônicos,51.92,5,12.98,272.58,3/3/2019,13:42,Dinheiro,7.5
727-75-6477,C,São Caetano,Normal,Masculino,Eletrônicos,28.84,4,5.768,121.128,3/29/2019,14:44,Dinheiro,6.4
744-02-5987,A,Santo André,Membro,Masculino,Casa,78.38,6,23.514,493.794,1/10/2019,14:16,Carteira Digital,5.8
307-83-9164,A,Santo André,Membro,Masculino,Casa,60.01,4,12.002,252.042,1/25/2019,15:54,Dinheiro,4.5
779-06-0012,C,São Caetano,Membro,Feminino,Casa,88.61,1,4.4305,93.0405,1/19/2019,10:21,Dinheiro,7.7
446-47-6729,C,São Caetano,Normal,Masculino,Moda,99.82,2,9.982,209.622,1/2/2019,18:09,Cartão de Crédito,6.7
573-10-3877,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,39.01,1,1.9505,40.9605,3/12/2019,16:46,Cartão de Crédito,4.7
735-06-4124,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,48.61,1,2.4305,51.0405,2/25/2019,15:31,Dinheiro,4.4
439-54-7422,A,Santo André,Normal,Feminino,Eletrônicos,51.19,4,10.238,214.998,3/18/2019,17:15,Cartão de Crédito,4.7
396-90-2219,B,São Bernardo do Campo,Normal,Feminino,Eletrônicos,14.96,8,5.984,125.664,2/23/2019,12:29,Dinheiro,8.6
411-77-0180,A,Santo André,Membro,Masculino,Eletrônicos,72.2,7,25.27,530.67,3/26/2019,20:14,Carteira Digital,4.3
286-01-5402,A,Santo André,Normal,Feminino,Esportes e Viagem,40.23,7,14.0805,295.6905,3/30/2019,13:22,Dinheiro,9.6
803-17-8013,A,Santo André,Membro,Feminino,Casa,88.79,8,35.516,745.836,2/17/2019,17:09,Dinheiro,4.1
512-98-1403,A,Santo André,Membro,Feminino,Eletrônicos,26.48,3,3.972,83.412,3/21/2019,10:40,Carteira Digital,4.7
848-42-2560,A,Santo André,Normal,Feminino,Moda,81.91,2,8.191,172.011,3/5/2019,17:43,Dinheiro,7.8
532-59-7201,B,São Bernardo do Campo,Membro,Masculino,Esportes e Viagem,79.93,6,23.979,503.559,1/31/2019,14:04,Dinheiro,5.5
181-94-6432,C,São Caetano,Membro,Masculino,Moda,69.33,2,6.933,145.593,2/5/2019,19:05,Carteira Digital,9.7
870-76-1733,A,Santo André,Membro,Feminino,Alimentos e Bebidas,14.23,5,3.5575,74.7075,2/1/2019,10:08,Cartão de Crédito,4.4
423-64-4619,A,Santo André,Membro,Feminino,Saúde e Beleza,15.55,9,6.9975,146.9475,3/7/2019,13:12,Dinheiro,5.0
227-07-4446,C,São Caetano,Membro,Feminino,Eletrônicos,78.13,10,39.065,820.365,2/10/2019,20:51,Dinheiro,4.4
174-36-3675,C,São Caetano,Membro,Masculino,Alimentos e Bebidas,99.37,2,9.937,208.677,2/14/2019,17:29,Dinheiro,5.2
428-83-5800,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,21.08,3,3.162,66.402,2/9/2019,10:25,Dinheiro,7.3
603-07-0961,C,São Caetano,Membro,Masculino,Eletrônicos,74.79,5,18.6975,392.6475,1/10/2019,11:34,Dinheiro,4.9
704-20-4138,C,São Caetano,Membro,Feminino,Saúde e Beleza,29.67,7,10.3845,218.0745,3/11/2019,18:58,Cartão de Crédito,8.1
787-15-1757,C,São Caetano,Membro,Masculino,Saúde e Beleza,44.07,4,8.814,185.094,2/18/2019,16:28,Carteira Digital,8.4
649-11-3678,C,São Caetano,Normal,Feminino,Alimentos e Bebidas,22.93,9,10.3185,216.6885,2/26/2019,20:26,Dinheiro,5.5
622-20-1945,C,São Caetano,Normal,Feminino,Saúde e Beleza,39.42,1,1.971,41.391,1/18/2019,15:08,Dinheiro,8.4
372-94-8041,A,Santo André,Normal,Masculino,Saúde e Beleza,15.26,6,4.578,96.138,2/15/2019,18:03,Carteira Digital,9.8
563-91-7120,A,Santo André,Normal,Feminino,Moda,61.77,5,15.4425,324.2925,3/8/2019,13:21,Dinheiro,6.7
746-54-5508,A,Santo André,Normal,Masculino,Casa,21.52,6,6.456,135.576,1/17/2019,12:48,Cartão de Crédito,9.4
276-54-0879,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,97.74,4,19.548,410.508,3/12/2019,19:53,Carteira Digital,6.4
815-11-1168,A,Santo André,Membro,Masculino,Alimentos e Bebidas,99.78,5,24.945,523.845,3/9/2019,19:09,Dinheiro,5.4
719-76-3868,C,São Caetano,Membro,Masculino,Alimentos e Bebidas,94.26,4,18.852,395.892,3/12/2019,16:30,Dinheiro,8.6
730-61-8757,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,51.13,4,10.226,214.746,1/25/2019,10:11,Cartão de Crédito,4.0
340-66-0321,A,Santo André,Membro,Masculino,Eletrônicos,36.36,4,7.272,152.712,3/25/2019,13:07,Dinheiro,7.6
868-81-1752,B,São Bernardo do Campo,Normal,Masculino,Casa,22.02,9,9.909,208.089,2/7/2019,18:48,Dinheiro,6.8
634-97-8956,A,Santo André,Normal,Masculino,Alimentos e Bebidas,32.9,3,4.935,103.635,2/17/2019,17:27,Cartão de Crédito,9.1
566-71-1091,A,Santo André,Normal,Masculino,Moda,77.02,5,19.255,404.355,2/3/2019,15:59,Dinheiro,5.5
442-48-3607,A,Santo André,Membro,Masculino,Alimentos e Bebidas,23.48,2,2.348,49.308,3/14/2019,11:21,Cartão de Crédito,7.9
835-16-0096,C,São Caetano,Membro,Masculino,Esportes e Viagem,14.7,5,3.675,77.175,3/24/2019,13:48,Carteira Digital,8.5
527-09-6272,A,Santo André,Membro,Feminino,Eletrônicos,28.45,5,7.1125,149.3625,3/21/2019,10:17,Cartão de Crédito,9.1
898-04-2717,A,Santo André,Normal,Masculino,Moda,76.4,9,34.38,721.98,3/19/2019,15:49,Carteira Digital,7.5
692-27-8933,B,São Bernardo do Campo,Normal,Feminino,Esportes e Viagem,57.95,6,17.385,365.085,2/24/2019,13:02,Dinheiro,5.2
633-09-3463,C,São Caetano,Normal,Feminino,Eletrônicos,47.65,3,7.1475,150.0975,3/28/2019,12:58,Cartão de Crédito,9.5
374-17-3652,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,42.82,9,19.269,404.649,2/5/2019,15:26,Cartão de Crédito,8.9
378-07-7001,B,São Bernardo do Campo,Membro,Masculino,Eletrônicos,48.09,3,7.2135,151.4835,2/10/2019,18:23,Cartão de Crédito,7.8
433-75-6987,B,São Bernardo do Campo,Membro,Feminino,Saúde e Beleza,55.97,7,19.5895,411.3795,3/5/2019,19:06,Carteira Digital,8.9
873-95-4984,B,São Bernardo do Campo,Membro,Feminino,Saúde e Beleza,76.9,7,26.915,565.215,2/15/2019,20:21,Dinheiro,7.7
416-13-5917,C,São Caetano,Normal,Feminino,Alimentos e Bebidas,97.03,5,24.2575,509.4075,1/30/2019,16:24,Carteira Digital,9.3
150-89-8043,A,Santo André,Normal,Masculino,Esportes e Viagem,44.65,3,6.6975,140.6475,2/14/2019,15:04,Dinheiro,6.2
135-84-8019,A,Santo André,Normal,Feminino,Moda,77.93,9,35.0685,736.4385,2/27/2019,16:10,Carteira Digital,7.6
441-94-7118,A,Santo André,Membro,Masculino,Eletrônicos,71.95,1,3.5975,75.5475,2/4/2019,12:14,Dinheiro,7.3
725-96-3778,C,São Caetano,Membro,Feminino,Casa,89.25,8,35.7,749.7,1/20/2019,10:13,Dinheiro,4.7
531-80-1784,A,Santo André,Normal,Masculino,Eletrônicos,26.02,7,9.107,191.247,3/28/2019,17:38,Dinheiro,5.1
400-45-1220,B,São Bernardo do Campo,Normal,Feminino,Saúde e Beleza,13.5,10,6.75,141.75,2/27/2019,11:06,Cartão de Crédito,4.8
860-79-0874,C,São Caetano,Membro,Feminino,Moda,99.3,10,49.65,1042.65,2/15/2019,14:53,Cartão de Crédito,6.6
834-61-8124,A,Santo André,Normal,Masculino,Eletrônicos,51.69,7,18.0915,379.9215,1/26/2019,18:22,Dinheiro,5.5
115-99-4379,B,São Bernardo do Campo,Membro,Feminino,Moda,54.73,7,19.1555,402.2655,3/14/2019,19:02,Cartão de Crédito,8.5
565-67-6697,B,São Bernardo do Campo,Membro,Masculino,Casa,27.0,9,12.15,255.15,3/2/2019,14:16,Dinheiro,4.8
320-49-6392,C,São Caetano,Normal,Feminino,Eletrônicos,30.24,1,1.512,31.752,3/4/2019,15:44,Dinheiro,8.4
889-04-9723,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,89.14,4,17.828,374.388,1/7/2019,12:20,Cartão de Crédito,7.8
632-90-0281,C,São Caetano,Normal,Feminino,Moda,37.55,10,18.775,394.275,3/8/2019,20:01,Cartão de Crédito,9.3
554-42-2417,C,São Caetano,Normal,Feminino,Esportes e Viagem,95.44,10,47.72,1002.12,1/9/2019,13:45,Dinheiro,5.2
453-63-6187,B,São Bernardo do Campo,Normal,Masculino,Eletrônicos,27.5,3,4.125,86.625,3/1/2019,15:40,Carteira Digital,6.5
578-80-7669,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,74.97,1,3.7485,78.7185,3/16/2019,16:58,Dinheiro,5.6
612-36-5536,A,Santo André,Membro,Masculino,Alimentos e Bebidas,80.96,8,32.384,680.064,2/17/2019,11:12,Cartão de Crédito,7.4
605-72-4132,C,São Caetano,Normal,Feminino,Alimentos e Bebidas,94.47,8,37.788,793.548,2/27/2019,15:12,Dinheiro,9.1
471-41-2823,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,99.79,2,9.979,209.559,3/7/2019,20:37,Carteira Digital,8.0
462-67-9126,A,Santo André,Normal,Masculino,Casa,73.22,6,21.966,461.286,1/21/2019,17:44,Dinheiro,7.2
272-27-9238,C,São Caetano,Normal,Feminino,Alimentos e Bebidas,41.24,4,8.248,173.208,2/19/2019,16:23,Dinheiro,7.1
834-25-9262,C,São Caetano,Normal,Feminino,Moda,81.68,4,16.336,343.056,1/6/2019,12:12,Dinheiro,9.1
122-61-9553,C,São Caetano,Normal,Feminino,Eletrônicos,51.32,9,23.094,484.974,3/14/2019,19:33,Dinheiro,5.6
468-88-0009,A,Santo André,Membro,Masculino,Casa,65.94,4,13.188,276.948,3/24/2019,10:29,Dinheiro,6.0
613-59-9758,C,São Caetano,Normal,Feminino,Esportes e Viagem,14.36,10,7.18,150.78,1/27/2019,14:28,Dinheiro,5.4
254-31-0042,A,Santo André,Membro,Masculino,Eletrônicos,21.5,9,9.675,203.175,3/6/2019,12:46,Cartão de Crédito,7.8
201-86-2184,B,São Bernardo do Campo,Membro,Feminino,Eletrônicos,26.26,7,9.191,193.011,2/2/2019,19:40,Dinheiro,9.9
261-12-8671,B,São Bernardo do Campo,Normal,Feminino,Moda,60.96,2,6.096,128.016,1/25/2019,19:39,Cartão de Crédito,4.9
730-70-9830,C,São Caetano,Normal,Feminino,Casa,70.11,6,21.033,441.693,3/14/2019,17:54,Carteira Digital,5.2
382-25-8917,C,São Caetano,Normal,Masculino,Moda,42.08,6,12.624,265.104,1/29/2019,12:25,Dinheiro,8.9
422-29-8786,A,Santo André,Normal,Feminino,Casa,67.09,5,16.7725,352.2225,1/3/2019,16:47,Cartão de Crédito,9.1
667-23-5919,A,Santo André,Membro,Feminino,Moda,96.7,5,24.175,507.675,1/14/2019,12:52,Carteira Digital,7.0
843-01-4703,B,São Bernardo do Campo,Membro,Feminino,Casa,35.38,9,15.921,334.341,1/5/2019,19:50,Cartão de Crédito,9.6
743-88-1662,C,São Caetano,Normal,Masculino,Esportes e Viagem,95.49,7,33.4215,701.8515,2/22/2019,18:17,Carteira Digital,8.7
595-86-2894,C,São Caetano,Membro,Masculino,Moda,96.98,4,19.396,407.316,2/6/2019,17:20,Carteira Digital,9.4
182-69-8360,B,São Bernardo do Campo,Normal,Feminino,Eletrônicos,23.65,4,4.73,99.33,1/30/2019,13:32,Cartão de Crédito,4.0
289-15-7034,A,Santo André,Membro,Masculino,Esportes e Viagem,82.33,4,16.466,345.786,1/11/2019,10:37,Cartão de Crédito,7.5
462-78-5240,C,São Caetano,Normal,Feminino,Eletrônicos,26.61,2,2.661,55.881,3/19/2019,14:35,Dinheiro,4.2
868-52-7573,B,São Bernardo do Campo,Normal,Feminino,Alimentos e Bebidas,99.69,5,24.9225,523.3725,1/14/2019,12:09,Dinheiro,9.9
153-58-4872,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,74.89,4,14.978,314.538,3/1/2019,15:32,Carteira Digital,4.2
662-72-2873,A,Santo André,Normal,Feminino,Alimentos e Bebidas,40.94,5,10.235,214.935,1/6/2019,13:58,Carteira Digital,9.9
525-88-7307,B,São Bernardo do Campo,Membro,Masculino,Esportes e Viagem,75.82,1,3.791,79.611,1/31/2019,13:19,Dinheiro,5.8
689-16-9784,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,46.77,6,14.031,294.651,3/11/2019,13:37,Dinheiro,6.0
725-56-0833,A,Santo André,Normal,Feminino,Saúde e Beleza,32.32,10,16.16,339.36,2/20/2019,16:49,Cartão de Crédito,10.0
394-41-0748,C,São Caetano,Membro,Feminino,Moda,54.07,9,24.3315,510.9615,1/27/2019,14:55,Carteira Digital,9.5
596-42-3999,B,São Bernardo do Campo,Normal,Masculino,Alimentos e Bebidas,18.22,7,6.377,133.917,3/10/2019,14:04,Cartão de Crédito,6.6
541-89-9860,C,São Caetano,Membro,Feminino,Moda,80.48,3,12.072,253.512,2/15/2019,12:31,Dinheiro,8.1
